hour,day,speed,free_speed,speed_ratio,is_weekend,is_rush_hour,is_night,congestion
10,5,47.6,80,0.595,0,0,0,1
5,6,86.2,100,0.862,1,0,1,0
6,6,18.9,50,0.37799999999999995,1,0,0,2
23,4,54.5,60,0.9083333333333333,0,0,1,0
15,1,18.6,30,0.62,0,0,0,1
15,4,38.2,50,0.764,0,0,0,0
22,1,61.0,80,0.7625,0,0,1,0
5,7,67.0,80,0.8375,1,0,1,0
23,5,27.2,30,0.9066666666666666,0,0,1,0
7,7,39.0,60,0.65,1,1,0,1
8,3,40.2,60,0.67,0,1,0,1
0,7,46.6,60,0.7766666666666667,1,0,1,0
2,6,56.7,60,0.9450000000000001,1,0,1,0
17,7,47.5,80,0.59375,1,1,0,1
23,4,59.4,60,0.99,0,0,1,0
19,5,39.4,60,0.6566666666666666,0,1,0,1
10,6,52.3,60,0.8716666666666666,1,0,0,0
23,7,17.6,100,0.17600000000000002,1,0,1,2
7,3,29.7,60,0.495,0,1,0,1
1,3,78.2,80,0.9775,0,0,1,0
4,3,49.8,50,0.996,0,0,1,0
8,2,7.7,30,0.25666666666666665,0,1,0,2
11,7,78.9,80,0.9862500000000001,1,0,0,0
1,1,53.2,60,0.8866666666666667,0,0,1,0
20,4,43.4,50,0.868,0,0,0,0
2,6,23.3,30,0.7766666666666667,1,0,1,0
18,1,12.7,50,0.254,0,1,0,2
12,4,38.0,80,0.475,0,0,0,1
19,5,27.8,50,0.556,0,1,0,1
1,5,37.7,50,0.754,0,0,1,0
21,2,17.6,60,0.29333333333333333,0,0,0,2
8,7,92.3,100,0.9229999999999999,1,1,0,0
13,6,33.3,100,0.33299999999999996,1,0,0,2
14,3,75.6,80,0.945,0,0,0,0
4,2,51.5,60,0.8583333333333333,0,0,1,0
22,4,59.0,60,0.9833333333333333,0,0,1,0
9,3,17.5,50,0.35,0,1,0,2
0,4,29.3,30,0.9766666666666667,0,0,1,0
17,6,40.8,60,0.6799999999999999,1,1,0,1
14,5,23.9,50,0.478,0,0,0,1
6,3,53.9,60,0.8983333333333333,0,0,0,0
5,5,30.1,60,0.5016666666666667,0,0,1,1
15,1,68.3,80,0.85375,0,0,0,0
0,4,47.1,50,0.9420000000000001,0,0,1,0
4,6,76.5,100,0.765,1,0,1,0
0,6,56.7,60,0.9450000000000001,1,0,1,0
8,2,16.5,60,0.275,0,1,0,2
18,5,46.6,100,0.466,0,1,0,1
1,5,46.6,50,0.932,0,0,1,0
14,2,43.5,50,0.87,0,0,0,0
9,4,13.4,60,0.22333333333333333,0,1,0,2
1,5,53.7,60,0.895,0,0,1,0
2,5,28.9,30,0.9633333333333333,0,0,1,0
5,3,41.2,60,0.6866666666666668,0,0,1,1
3,2,24.7,50,0.494,0,0,1,1
3,4,15.6,30,0.52,0,0,1,1
17,3,47.7,80,0.5962500000000001,0,1,0,1
14,1,32.1,50,0.642,0,0,0,1
10,7,21.7,30,0.7233333333333333,1,0,0,1
18,2,10.3,30,0.3433333333333334,0,1,0,2
18,5,54.9,80,0.68625,0,1,0,1
11,5,53.7,60,0.895,0,0,0,0
4,6,70.8,80,0.885,1,0,1,0
0,3,78.2,80,0.9775,0,0,1,0
12,7,29.3,60,0.48833333333333334,1,0,0,1
1,1,36.0,80,0.45,0,0,1,1
17,3,10.2,80,0.1275,0,1,0,2
5,6,16.9,60,0.2816666666666666,1,0,1,2
2,6,50.6,60,0.8433333333333334,1,0,1,0
17,1,21.9,60,0.365,0,1,0,2
8,7,43.2,60,0.7200000000000001,1,1,0,1
1,3,59.8,60,0.9966666666666666,0,0,1,0
5,7,38.9,50,0.778,1,0,1,0
6,1,26.1,50,0.522,0,0,0,1
3,5,85.3,100,0.853,0,0,1,0
11,5,51.1,60,0.8516666666666667,0,0,0,0
23,3,22.3,60,0.3716666666666667,0,0,1,2
2,6,29.4,30,0.98,1,0,1,0
15,2,26.8,50,0.536,0,0,0,1
23,7,56.8,100,0.568,1,0,1,1
2,2,60.9,80,0.76125,0,0,1,0
2,6,56.5,60,0.9416666666666667,1,0,1,0
0,5,70.4,80,0.8800000000000001,0,0,1,0
11,4,19.5,30,0.65,0,0,0,1
19,3,13.5,80,0.16875,0,1,0,2
21,7,79.0,80,0.9875,1,0,0,0
2,3,44.7,50,0.894,0,0,1,0
13,5,59.6,100,0.596,0,0,0,1
1,1,27.0,30,0.9,0,0,1,0
4,4,52.5,60,0.875,0,0,1,0
5,4,56.5,60,0.9416666666666667,0,0,1,0
5,1,39.7,50,0.794,0,0,1,0
12,3,59.4,60,0.99,0,0,0,0
11,6,15.7,30,0.5233333333333333,1,0,0,1
14,6,21.7,80,0.27125,1,0,0,2
23,6,73.4,80,0.9175000000000001,1,0,1,0
15,2,37.5,50,0.75,0,0,0,0
13,6,7.2,50,0.14400000000000002,1,0,0,2
17,7,27.7,50,0.5539999999999999,1,1,0,1
17,7,25.9,50,0.518,1,1,0,1
8,2,56.1,80,0.70125,0,1,0,1
4,4,39.0,50,0.78,0,0,1,0
22,5,47.7,50,0.9540000000000001,0,0,1,0
16,7,16.9,60,0.2816666666666666,1,0,0,2
19,6,46.9,80,0.5862499999999999,1,1,0,1
22,6,45.4,80,0.5675,1,0,1,1
0,5,57.1,80,0.71375,0,0,1,1
23,5,59.7,60,0.995,0,0,1,0
23,5,39.6,50,0.792,0,0,1,0
16,7,36.6,60,0.61,1,0,0,1
11,3,13.7,60,0.22833333333333333,0,0,0,2
16,1,56.0,60,0.9333333333333333,0,0,0,0
8,4,35.5,60,0.5916666666666667,0,1,0,1
6,1,32.9,80,0.41125,0,0,0,2
14,7,19.9,60,0.33166666666666667,1,0,0,2
6,6,63.8,80,0.7975,1,0,0,0
9,1,29.2,60,0.48666666666666664,0,1,0,1
23,5,49.8,60,0.83,0,0,1,0
19,2,13.4,50,0.268,0,1,0,2
2,4,64.0,80,0.8,0,0,1,0
2,3,94.7,100,0.9470000000000001,0,0,1,0
3,6,49.3,60,0.8216666666666667,1,0,1,0
4,5,61.5,80,0.76875,0,0,1,0
1,4,49.2,50,0.9840000000000001,0,0,1,0
22,3,67.2,80,0.8400000000000001,0,0,1,0
7,5,6.6,50,0.132,0,1,0,2
13,6,9.6,60,0.16,1,0,0,2
11,4,29.8,50,0.596,0,0,0,1
10,7,21.9,50,0.43799999999999994,1,0,0,2
15,6,6.3,60,0.105,1,0,0,2
22,5,69.0,80,0.8625,0,0,1,0
18,3,14.0,30,0.4666666666666667,0,1,0,1
18,1,8.2,30,0.2733333333333333,0,1,0,2
21,6,48.0,60,0.8,1,0,0,0
1,7,46.7,60,0.7783333333333334,1,0,1,0
13,4,42.0,50,0.84,0,0,0,0
23,6,38.8,50,0.7759999999999999,1,0,1,0
5,2,91.0,100,0.91,0,0,1,0
23,1,98.9,100,0.9890000000000001,0,0,1,0
7,4,8.3,30,0.27666666666666667,0,1,0,2
9,3,21.2,80,0.265,0,1,0,2
13,2,56.6,80,0.7075,0,0,0,1
20,4,41.0,60,0.6833333333333333,0,0,0,1
7,7,56.7,60,0.9450000000000001,1,1,0,0
6,7,33.6,60,0.56,1,0,0,1
13,5,18.3,50,0.366,0,0,0,2
15,1,17.3,60,0.28833333333333333,0,0,0,2
14,2,83.9,100,0.8390000000000001,0,0,0,0
7,3,10.4,60,0.17333333333333334,0,1,0,2
1,2,68.3,80,0.85375,0,0,1,0
8,5,10.3,80,0.12875,0,1,0,2
18,7,22.8,50,0.456,1,1,0,1
3,3,19.4,30,0.6466666666666666,0,0,1,1
13,1,48.1,80,0.6012500000000001,0,0,0,1
4,1,27.9,60,0.46499999999999997,0,0,1,1
5,3,43.4,60,0.7233333333333333,0,0,1,1
1,1,57.5,60,0.9583333333333334,0,0,1,0
11,7,50.1,80,0.62625,1,0,0,1
5,4,52.6,60,0.8766666666666667,0,0,1,0
0,3,47.1,60,0.785,0,0,1,0
16,6,49.5,60,0.825,1,0,0,0
22,3,99.8,100,0.998,0,0,1,0
17,1,16.9,50,0.33799999999999997,0,1,0,2
1,6,13.7,30,0.45666666666666667,1,0,1,1
2,1,43.8,50,0.8759999999999999,0,0,1,0
7,2,13.4,60,0.22333333333333333,0,1,0,2
14,6,49.2,60,0.8200000000000001,1,0,0,0
16,5,46.3,60,0.7716666666666666,0,0,0,0
5,3,50.4,60,0.84,0,0,1,0
13,2,55.2,60,0.92,0,0,0,0
9,1,11.6,50,0.23199999999999998,0,1,0,2
3,7,46.9,60,0.7816666666666666,1,0,1,0
0,6,48.7,60,0.8116666666666668,1,0,1,0
12,4,14.5,60,0.24166666666666667,0,0,0,2
15,7,15.1,50,0.302,1,0,0,2
6,4,28.3,30,0.9433333333333334,0,0,0,0
15,2,59.2,60,0.9866666666666667,0,0,0,0
22,7,24.3,30,0.81,1,0,1,0
12,7,33.2,60,0.5533333333333333,1,0,0,1
7,7,9.3,30,0.31,1,1,0,2
22,6,46.8,50,0.9359999999999999,1,0,1,0
4,2,70.6,80,0.8825,0,0,1,0
18,3,21.8,80,0.2725,0,1,0,2
12,7,23.8,50,0.47600000000000003,1,0,0,1
16,4,59.0,80,0.7375,0,0,0,1
15,6,34.7,60,0.5783333333333334,1,0,0,1
9,5,10.2,60,0.16999999999999998,0,1,0,2
19,1,6.5,60,0.10833333333333334,0,1,0,2
5,5,40.1,50,0.802,0,0,1,0
11,7,51.4,60,0.8566666666666667,1,0,0,0
11,1,42.3,80,0.5287499999999999,0,0,0,1
11,3,44.8,50,0.8959999999999999,0,0,0,0
4,2,52.4,60,0.8733333333333333,0,0,1,0
19,6,69.8,80,0.8724999999999999,1,1,0,0
20,4,33.6,60,0.56,0,0,0,1
15,6,46.5,50,0.93,1,0,0,0
18,6,43.9,60,0.7316666666666667,1,1,0,1
7,1,11.6,30,0.38666666666666666,0,1,0,2
6,2,58.6,60,0.9766666666666667,0,0,0,0
6,6,45.6,60,0.76,1,0,0,0
1,1,49.4,50,0.988,0,0,1,0
9,3,70.8,80,0.885,0,1,0,0
16,4,69.0,80,0.8625,0,0,0,0
5,3,56.3,60,0.9383333333333332,0,0,1,0
16,6,25.1,80,0.31375000000000003,1,0,0,2
20,3,8.3,60,0.13833333333333334,0,0,0,2
15,2,29.8,60,0.4966666666666667,0,0,0,1
16,4,15.6,30,0.52,0,0,0,1
16,4,14.4,60,0.24000000000000002,0,0,0,2
6,7,18.4,60,0.30666666666666664,1,0,0,2
6,2,73.2,80,0.915,0,0,0,0
3,4,50.2,60,0.8366666666666667,0,0,1,0
4,7,22.9,50,0.45799999999999996,1,0,1,1
10,7,53.3,80,0.66625,1,0,0,1
6,7,37.9,60,0.6316666666666666,1,0,0,1
1,5,50.0,50,1.0,0,0,1,0
11,4,76.8,80,0.96,0,0,0,0
1,1,45.3,100,0.45299999999999996,0,0,1,1
6,1,35.4,50,0.708,0,0,0,1
6,2,57.1,60,0.9516666666666667,0,0,0,0
4,5,38.6,50,0.772,0,0,1,0
0,3,46.9,50,0.938,0,0,1,0
0,5,48.9,60,0.815,0,0,1,0
8,6,37.5,50,0.75,1,1,0,0
3,5,72.2,80,0.9025000000000001,0,0,1,0
1,7,57.3,60,0.955,1,0,1,0
20,5,56.2,60,0.9366666666666668,0,0,0,0
6,4,54.6,60,0.91,0,0,0,0
13,6,84.3,100,0.843,1,0,0,0
23,3,53.2,80,0.665,0,0,1,1
9,2,39.5,60,0.6583333333333333,0,1,0,1
4,2,39.7,50,0.794,0,0,1,0
2,7,50.9,60,0.8483333333333333,1,0,1,0
13,4,14.9,50,0.298,0,0,0,2
16,5,57.1,60,0.9516666666666667,0,0,0,0
1,2,48.7,50,0.9740000000000001,0,0,1,0
11,3,45.1,50,0.902,0,0,0,0
4,6,54.9,60,0.9149999999999999,1,0,1,0
14,2,44.1,50,0.882,0,0,0,0
5,6,58.6,80,0.7325,1,0,1,1
11,6,39.2,60,0.6533333333333334,1,0,0,1
10,4,30.1,50,0.602,0,0,0,1
23,1,77.1,100,0.7709999999999999,0,0,1,0
1,6,46.2,50,0.924,1,0,1,0
23,7,55.9,60,0.9316666666666666,1,0,1,0
5,7,64.0,80,0.8,1,0,1,0
17,4,17.9,60,0.2983333333333333,0,1,0,2
10,2,46.6,50,0.932,0,0,0,0
0,2,50.8,60,0.8466666666666666,0,0,1,0
22,5,74.9,80,0.93625,0,0,1,0
17,1,34.2,50,0.684,0,1,0,1
4,3,28.9,30,0.9633333333333333,0,0,1,0
23,5,44.1,50,0.882,0,0,1,0
13,1,10.3,50,0.20600000000000002,0,0,0,2
4,1,25.1,30,0.8366666666666667,0,0,1,0
10,3,15.4,30,0.5133333333333333,0,0,0,1
14,2,53.2,80,0.665,0,0,0,1
18,1,12.0,60,0.2,0,1,0,2
23,7,25.5,30,0.85,1,0,1,0
13,1,64.9,80,0.81125,0,0,0,0
7,5,19.7,30,0.6566666666666666,0,1,0,1
11,2,38.1,80,0.47625,0,0,0,1
14,7,42.4,60,0.7066666666666667,1,0,0,1
6,3,71.5,80,0.89375,0,0,0,0
21,6,28.9,30,0.9633333333333333,1,0,0,0
14,4,25.6,30,0.8533333333333334,0,0,0,0
23,4,47.7,60,0.795,0,0,1,0
23,2,47.4,50,0.948,0,0,1,0
2,1,77.6,80,0.97,0,0,1,0
8,4,27.7,80,0.34625,0,1,0,2
21,1,59.4,60,0.99,0,0,0,0
8,6,11.9,60,0.19833333333333333,1,1,0,2
16,1,41.1,50,0.8220000000000001,0,0,0,0
8,6,17.9,100,0.179,1,1,0,2
14,2,34.2,50,0.684,0,0,0,1
15,6,9.2,60,0.15333333333333332,1,0,0,2
4,5,47.1,60,0.785,0,0,1,0
0,7,49.1,60,0.8183333333333334,1,0,1,0
19,2,31.4,80,0.39249999999999996,0,1,0,2
0,2,46.9,60,0.7816666666666666,0,0,1,0
12,1,48.8,60,0.8133333333333332,0,0,0,0
22,5,22.9,30,0.7633333333333333,0,0,1,0
10,4,42.9,50,0.858,0,0,0,0
16,7,29.2,100,0.292,1,0,0,2
17,5,27.5,30,0.9166666666666666,0,1,0,0
15,1,53.0,60,0.8833333333333333,0,0,0,0
2,1,78.6,80,0.9824999999999999,0,0,1,0
9,6,61.2,80,0.765,1,1,0,0
9,4,69.7,100,0.6970000000000001,0,1,0,1
14,5,13.4,60,0.22333333333333333,0,0,0,2
18,7,26.7,50,0.534,1,1,0,1
19,5,21.2,60,0.35333333333333333,0,1,0,2
8,6,43.1,50,0.862,1,1,0,0
5,6,67.7,80,0.8462500000000001,1,0,1,0
18,5,35.8,60,0.5966666666666666,0,1,0,1
15,6,55.7,100,0.557,1,0,0,1
23,6,41.4,80,0.5175,1,0,1,1
3,7,66.1,80,0.8262499999999999,1,0,1,0
8,4,17.5,50,0.35,0,1,0,2
21,2,63.9,80,0.79875,0,0,0,0
21,2,25.5,50,0.51,0,0,0,1
22,4,43.2,60,0.7200000000000001,0,0,1,1
5,4,52.6,60,0.8766666666666667,0,0,1,0
8,3,21.4,60,0.35666666666666663,0,1,0,2
16,6,47.5,50,0.95,1,0,0,0
17,6,41.9,60,0.6983333333333334,1,1,0,1
7,7,44.3,80,0.55375,1,1,0,1
3,1,78.1,80,0.97625,0,0,1,0
11,5,9.6,30,0.32,0,0,0,2
13,3,48.3,80,0.60375,0,0,0,1
5,7,40.0,80,0.5,1,0,1,1
19,4,25.8,80,0.3225,0,1,0,2
3,4,48.3,50,0.966,0,0,1,0
9,5,27.9,60,0.46499999999999997,0,1,0,1
16,5,16.8,30,0.56,0,0,0,1
21,5,26.3,80,0.32875,0,0,0,2
19,7,8.8,60,0.14666666666666667,1,1,0,2
12,6,75.1,80,0.93875,1,0,0,0
10,4,16.6,30,0.5533333333333333,0,0,0,1
15,3,43.6,60,0.7266666666666667,0,0,0,1
18,6,19.1,60,0.31833333333333336,1,1,0,2
22,6,57.0,100,0.57,1,0,1,1
14,4,19.1,30,0.6366666666666667,0,0,0,1
21,4,41.4,60,0.69,0,0,0,1
21,1,55.8,60,0.9299999999999999,0,0,0,0
13,1,68.6,80,0.8574999999999999,0,0,0,0
7,6,5.5,30,0.18333333333333332,1,1,0,2
21,3,8.9,30,0.2966666666666667,0,0,0,2
8,2,63.0,100,0.63,0,1,0,1
10,1,33.7,60,0.5616666666666668,0,0,0,1
14,3,73.5,80,0.91875,0,0,0,0
4,3,27.0,30,0.9,0,0,1,0
22,7,29.3,30,0.9766666666666667,1,0,1,0
18,4,10.3,50,0.20600000000000002,0,1,0,2
18,1,10.1,80,0.12625,0,1,0,2
11,6,45.1,60,0.7516666666666667,1,0,0,0
8,2,12.7,50,0.254,0,1,0,2
10,4,15.2,100,0.152,0,0,0,2
19,1,25.6,80,0.32,0,1,0,2
17,6,20.3,30,0.6766666666666666,1,1,0,1
13,1,34.5,50,0.69,0,0,0,1
8,3,35.1,60,0.5850000000000001,0,1,0,1
15,1,34.0,60,0.5666666666666667,0,0,0,1
15,7,40.5,60,0.675,1,0,0,1
23,7,52.5,60,0.875,1,0,1,0
9,3,45.3,60,0.755,0,1,0,0
13,7,6.0,50,0.12,1,0,0,2
0,1,48.9,60,0.815,0,0,1,0
19,7,45.5,60,0.7583333333333333,1,1,0,0
12,3,46.3,60,0.7716666666666666,0,0,0,0
8,4,9.2,80,0.11499999999999999,0,1,0,2
9,7,38.4,60,0.64,1,1,0,1
6,1,100.0,100,1.0,0,0,0,0
22,2,43.6,50,0.872,0,0,1,0
8,2,20.8,60,0.3466666666666667,0,1,0,2
4,7,39.5,50,0.79,1,0,1,0
4,4,73.9,80,0.9237500000000001,0,0,1,0
22,7,75.7,80,0.94625,1,0,1,0
18,2,3.7,30,0.12333333333333334,0,1,0,2
17,3,23.1,80,0.28875,0,1,0,2
6,7,42.1,60,0.7016666666666667,1,0,0,1
8,7,59.2,60,0.9866666666666667,1,1,0,0
0,5,78.7,80,0.98375,0,0,1,0
2,7,68.9,80,0.8612500000000001,1,0,1,0
0,4,49.2,60,0.8200000000000001,0,0,1,0
1,7,69.2,80,0.865,1,0,1,0
19,1,14.4,60,0.24000000000000002,0,1,0,2
22,3,77.2,80,0.9650000000000001,0,0,1,0
5,6,43.5,50,0.87,1,0,1,0
11,3,28.7,60,0.47833333333333333,0,0,0,1
12,4,33.9,60,0.565,0,0,0,1
16,4,40.4,60,0.6733333333333333,0,0,0,1
9,1,22.9,100,0.22899999999999998,0,1,0,2
16,6,35.5,60,0.5916666666666667,1,0,0,1
21,1,30.4,50,0.608,0,0,0,1
8,5,33.8,80,0.4225,0,1,0,2
23,7,38.9,50,0.778,1,0,1,0
8,3,28.4,50,0.568,0,1,0,1
19,2,39.7,100,0.397,0,1,0,2
12,6,30.7,50,0.614,1,0,0,1
16,4,29.8,30,0.9933333333333334,0,0,0,0
12,3,11.2,60,0.18666666666666665,0,0,0,2
8,2,12.2,50,0.244,0,1,0,2
15,1,53.2,60,0.8866666666666667,0,0,0,0
2,6,68.7,80,0.85875,1,0,1,0
23,6,88.3,100,0.883,1,0,1,0
4,6,26.5,30,0.8833333333333333,1,0,1,0
0,4,42.2,80,0.5275000000000001,0,0,1,1
21,3,27.9,60,0.46499999999999997,0,0,0,1
14,2,41.9,80,0.5237499999999999,0,0,0,1
5,1,57.1,60,0.9516666666666667,0,0,1,0
21,5,43.6,50,0.872,0,0,0,0
14,2,19.1,60,0.31833333333333336,0,0,0,2
6,2,12.1,60,0.20166666666666666,0,0,0,2
12,1,46.5,100,0.465,0,0,0,1
12,3,55.1,80,0.68875,0,0,0,1
16,1,65.9,100,0.659,0,0,0,1
5,1,26.9,30,0.8966666666666666,0,0,1,0
2,1,59.5,60,0.9916666666666667,0,0,1,0
8,1,42.4,60,0.7066666666666667,0,1,0,1
11,4,20.1,100,0.201,0,0,0,2
3,1,18.1,30,0.6033333333333334,0,0,1,1
15,3,59.8,60,0.9966666666666666,0,0,0,0
21,6,48.3,50,0.966,1,0,0,0
11,1,30.6,60,0.51,0,0,0,1
18,3,14.4,80,0.18,0,1,0,2
11,6,30.3,60,0.505,1,0,0,1
2,5,11.0,30,0.36666666666666664,0,0,1,2
3,3,24.6,50,0.49200000000000005,0,0,1,1
19,4,45.9,80,0.57375,0,1,0,1
10,6,32.3,50,0.6459999999999999,1,0,0,1
15,3,27.2,60,0.4533333333333333,0,0,0,1
15,5,36.8,50,0.736,0,0,0,1
12,2,17.0,50,0.34,0,0,0,2
0,4,52.2,60,0.87,0,0,1,0
5,5,47.8,60,0.7966666666666666,0,0,1,0
15,3,28.7,60,0.47833333333333333,0,0,0,1
9,5,44.1,50,0.882,0,1,0,0
19,5,51.5,60,0.8583333333333333,0,1,0,0
7,6,92.2,100,0.922,1,1,0,0
10,7,5.9,30,0.19666666666666668,1,0,0,2
6,7,18.2,30,0.6066666666666667,1,0,0,1
20,3,60.4,80,0.755,0,0,0,0
10,1,29.6,60,0.49333333333333335,0,0,0,1
21,6,52.7,60,0.8783333333333334,1,0,0,0
2,2,46.3,60,0.7716666666666666,0,0,1,0
3,7,49.6,60,0.8266666666666667,1,0,1,0
19,2,40.5,80,0.50625,0,1,0,1
9,7,51.2,60,0.8533333333333334,1,1,0,0
18,5,32.4,60,0.5399999999999999,0,1,0,1
14,2,51.9,60,0.865,0,0,0,0
20,2,48.7,50,0.9740000000000001,0,0,0,0
4,3,39.1,50,0.782,0,0,1,0
3,1,41.7,50,0.8340000000000001,0,0,1,0
2,7,54.8,60,0.9133333333333333,1,0,1,0
10,7,31.7,60,0.5283333333333333,1,0,0,1
23,3,24.5,80,0.30625,0,0,1,2
0,4,43.5,50,0.87,0,0,1,0
13,1,84.3,100,0.843,0,0,0,0
12,6,50.2,80,0.6275000000000001,1,0,0,1
0,1,77.4,80,0.9675,0,0,1,0
15,6,8.9,60,0.14833333333333334,1,0,0,2
8,7,22.9,30,0.7633333333333333,1,1,0,0
16,4,15.7,30,0.5233333333333333,0,0,0,1
1,1,56.5,80,0.70625,0,0,1,1
6,7,53.5,60,0.8916666666666667,1,0,0,0
17,5,5.2,30,0.17333333333333334,0,1,0,2
7,7,29.2,60,0.48666666666666664,1,1,0,1
4,6,14.5,60,0.24166666666666667,1,0,1,2
21,2,48.4,60,0.8066666666666666,0,0,0,0
12,7,26.6,100,0.266,1,0,0,2
19,2,6.0,50,0.12,0,1,0,2
18,2,20.9,60,0.34833333333333333,0,1,0,2
13,5,36.5,60,0.6083333333333333,0,0,0,1
12,2,39.0,50,0.78,0,0,0,0
14,6,20.3,60,0.3383333333333333,1,0,0,2
6,4,42.8,80,0.5349999999999999,0,0,0,1
0,2,75.0,80,0.9375,0,0,1,0
5,1,76.6,80,0.9574999999999999,0,0,1,0
2,7,91.5,100,0.915,1,0,1,0
7,1,9.8,60,0.16333333333333336,0,1,0,2
12,4,21.0,60,0.35,0,0,0,2
2,5,43.8,50,0.8759999999999999,0,0,1,0
11,3,95.5,100,0.955,0,0,0,0
21,2,47.2,60,0.7866666666666667,0,0,0,0
9,6,13.3,50,0.266,1,1,0,2
19,1,6.0,60,0.1,0,1,0,2
8,3,14.5,60,0.24166666666666667,0,1,0,2
17,5,47.9,60,0.7983333333333333,0,1,0,0
22,5,38.7,80,0.48375,0,0,1,1
18,6,50.0,50,1.0,1,1,0,0
4,7,53.7,60,0.895,1,0,1,0
0,7,47.8,60,0.7966666666666666,1,0,1,0
15,7,49.7,60,0.8283333333333334,1,0,0,0
15,1,60.8,80,0.76,0,0,0,0
15,4,19.9,80,0.24874999999999997,0,0,0,2
7,5,6.5,30,0.21666666666666667,0,1,0,2
21,2,51.1,60,0.8516666666666667,0,0,0,0
6,3,32.7,60,0.545,0,0,0,1
2,5,49.9,60,0.8316666666666667,0,0,1,0
12,5,25.9,30,0.8633333333333333,0,0,0,0
15,1,47.5,60,0.7916666666666666,0,0,0,0
16,7,32.4,50,0.648,1,0,0,1
23,2,47.7,50,0.9540000000000001,0,0,1,0
0,1,46.5,50,0.93,0,0,1,0
8,3,30.9,80,0.38625,0,1,0,2
4,1,45.5,60,0.7583333333333333,0,0,1,0
20,2,75.3,80,0.9412499999999999,0,0,0,0
12,7,48.0,80,0.6,1,0,0,1
9,7,49.0,60,0.8166666666666667,1,1,0,0
7,3,14.4,50,0.28800000000000003,0,1,0,2
2,5,47.5,60,0.7916666666666666,0,0,1,0
5,1,47.1,60,0.785,0,0,1,0
2,4,51.9,60,0.865,0,0,1,0
12,2,74.2,80,0.9275,0,0,0,0
4,5,27.7,30,0.9233333333333333,0,0,1,0
6,4,52.2,60,0.87,0,0,0,0
8,5,11.7,60,0.19499999999999998,0,1,0,2
9,7,98.1,100,0.981,1,1,0,0
12,5,72.0,100,0.72,0,0,0,1
7,6,7.1,60,0.11833333333333333,1,1,0,2
22,3,76.1,80,0.9512499999999999,0,0,1,0
21,4,83.5,100,0.835,0,0,0,0
5,5,91.6,100,0.9159999999999999,0,0,1,0
13,4,26.9,50,0.5379999999999999,0,0,0,1
17,1,45.2,60,0.7533333333333334,0,1,0,0
9,1,18.9,50,0.37799999999999995,0,1,0,2
5,1,59.4,60,0.99,0,0,1,0
17,6,46.2,60,0.77,1,1,0,0
12,7,43.4,100,0.434,1,0,0,2
17,6,55.8,60,0.9299999999999999,1,1,0,0
21,5,78.5,80,0.98125,0,0,0,0
2,7,75.0,80,0.9375,1,0,1,0
12,5,53.4,100,0.534,0,0,0,1
11,4,42.5,50,0.85,0,0,0,0
13,6,33.8,60,0.5633333333333332,1,0,0,1
0,4,30.5,60,0.5083333333333333,0,0,1,1
5,6,40.8,50,0.816,1,0,1,0
15,7,10.4,50,0.20800000000000002,1,0,0,2
11,5,34.9,50,0.698,0,0,0,1
11,3,22.9,30,0.7633333333333333,0,0,0,0
17,1,18.0,60,0.3,0,1,0,2
1,1,54.5,60,0.9083333333333333,0,0,1,0
17,1,17.4,60,0.29,0,1,0,2
2,6,85.9,100,0.8590000000000001,1,0,1,0
3,1,57.2,60,0.9533333333333334,0,0,1,0
21,6,48.1,60,0.8016666666666666,1,0,0,0
21,6,68.2,80,0.8525,1,0,0,0
2,2,73.6,80,0.9199999999999999,0,0,1,0
12,3,78.3,80,0.97875,0,0,0,0
8,6,57.5,60,0.9583333333333334,1,1,0,0
18,3,11.9,50,0.23800000000000002,0,1,0,2
7,1,15.9,80,0.19875,0,1,0,2
9,5,13.6,60,0.22666666666666666,0,1,0,2
11,2,12.1,60,0.20166666666666666,0,0,0,2
17,3,50.2,80,0.6275000000000001,0,1,0,1
14,6,15.5,30,0.5166666666666667,1,0,0,1
19,6,18.3,30,0.61,1,1,0,1
2,7,33.7,60,0.5616666666666668,1,0,1,1
17,7,41.4,60,0.69,1,1,0,1
22,3,57.7,60,0.9616666666666667,0,0,1,0
5,1,51.1,60,0.8516666666666667,0,0,1,0
0,3,69.6,80,0.8699999999999999,0,0,1,0
0,3,57.2,60,0.9533333333333334,0,0,1,0
14,3,34.5,60,0.575,0,0,0,1
6,1,34.8,60,0.58,0,0,0,1
12,3,51.5,60,0.8583333333333333,0,0,0,0
21,4,54.5,60,0.9083333333333333,0,0,0,0
17,3,46.4,60,0.7733333333333333,0,1,0,0
3,5,6.8,60,0.11333333333333333,0,0,1,2
0,7,50.0,50,1.0,1,0,1,0
14,7,30.6,60,0.51,1,0,0,1
16,1,43.7,100,0.43700000000000006,0,0,0,2
9,7,47.6,60,0.7933333333333333,1,1,0,0
14,7,8.4,30,0.28,1,0,0,2
1,7,60.8,80,0.76,1,0,1,0
6,4,52.0,60,0.8666666666666667,0,0,0,0
11,5,18.8,30,0.6266666666666667,0,0,0,1
18,2,40.7,50,0.8140000000000001,0,1,0,0
2,3,16.6,30,0.5533333333333333,0,0,1,1
8,5,20.5,30,0.6833333333333333,0,1,0,1
4,5,66.2,80,0.8275,0,0,1,0
9,5,29.5,80,0.36875,0,1,0,2
8,6,41.4,50,0.828,1,1,0,0
8,2,29.1,50,0.5820000000000001,0,1,0,1
